Wavelength(nm),Timestamp,Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
1075.03,2022/05/13 15:05:00,410.2,369.18,369.18,397.9,377.39,356.88
1075.40,2022/05/13 15:05:00,406.06,372.91,364.63,401.92,377.06,364.63
1075.78,2022/05/13 15:05:00,410.03,368.19,372.38,405.85,384.93,372.38
1076.16,2022/05/13 15:05:00,409.62,371.62,363.17,396.95,384.28,371.62
1076.54,2022/05/13 15:05:00,400.51,366.42,362.16,404.77,383.47,387.73
1076.92,2022/05/13 15:05:00,403.67,360.73,365.03,403.67,382.2,390.79
1077.30,2022/05/13 15:05:00,398.17,359.22,354.89,406.83,385.19,393.84
1077.67,2022/05/13 15:05:00,392.47,348.86,366.31,409.91,383.75,396.83
1078.05,2022/05/13 15:05:00,395.54,351.59,364.78,408.72,386.75,395.54
1078.43,2022/05/13 15:05:00,394.1,345.39,363.1,398.52,380.81,402.95
1078.81,2022/05/13 15:05:00,392.76,334.74,370.45,401.69,383.83,406.15
1079.19,2022/05/13 15:05:00,400.29,337.32,368.81,395.79,382.3,400.29
1079.56,2022/05/13 15:05:00,403.34,339.89,376.15,398.81,385.21,407.87
1079.94,2022/05/13 15:05:00,415.66,342.57,383.68,397.39,383.68,411.09
1080.32,2022/05/13 15:05:00,414.53,354.65,373.08,391.5,386.89,409.92
1080.70,2022/05/13 15:05:00,413.57,353.16,381.04,408.92,385.69,413.57
1081.08,2022/05/13 15:05:00,416.91,351.33,384.12,407.54,388.8,412.22
1081.45,2022/05/13 15:05:00,410.8,354.14,382.47,401.35,391.91,406.08
1081.83,2022/05/13 15:05:00,414.22,347.56,390.41,399.93,395.17,399.93
1082.21,2022/05/13 15:05:00,422.98,346.07,389.33,379.72,389.33,394.14
1082.59,2022/05/13 15:05:00,413.25,350.05,388.94,384.08,384.08,393.8
1082.96,2022/05/13 15:05:00,417.92,344.17,393.34,388.42,383.5,388.42
1083.34,2022/05/13 15:05:00,423.04,348.39,388.2,383.23,378.25,388.2
1083.72,2022/05/13 15:05:00,423.09,352.58,382.8,392.87,382.8,392.87
1084.10,2022/05/13 15:05:00,423.5,352.06,382.68,387.78,377.58,387.78
1084.47,2022/05/13 15:05:00,423.5,361.52,371.85,382.18,377.02,382.18
1084.85,2022/05/13 15:05:00,428.98,345.28,366.2,392.36,387.13,387.13
1085.23,2022/05/13 15:05:00,418.79,339.28,360.48,386.99,386.99,381.68
1085.60,2022/05/13 15:05:00,423.99,343.49,354.22,381.05,397.16,386.42
1085.98,2022/05/13 15:05:00,418.54,326.13,358.74,375.05,385.92,380.49
1086.36,2022/05/13 15:05:00,417.84,318.88,357.36,357.36,384.85,379.36
1086.73,2022/05/13 15:05:00,417.42,306.11,356.2,356.2,378.46,378.46
1087.11,2022/05/13 15:05:00,421.61,297.94,365.4,354.16,371.02,382.26
1087.49,2022/05/13 15:05:00,414.77,301.14,357.95,357.95,380.68,392.05
1087.87,2022/05/13 15:05:00,413.14,298.38,367.24,355.76,384.45,384.45
1088.24,2022/05/13 15:05:00,410.56,294.91,364.3,352.74,381.65,381.65
1088.62,2022/05/13 15:05:00,402.08,297.19,361.29,332.16,390.43,390.43
1089.00,2022/05/13 15:05:00,404.61,293.19,369.42,334.24,387.02,381.15
1089.37,2022/05/13 15:05:00,408.45,290.06,361.09,325.57,390.69,390.69
1089.75,2022/05/13 15:05:00,406.03,292.58,364.23,322.44,394.09,388.12
1090.12,2022/05/13 15:05:00,397.7,283.21,373.6,319.36,379.62,391.67
1090.50,2022/05/13 15:05:00,395.26,285.81,370.94,316.21,377.02,401.34
1090.88,2022/05/13 15:05:00,399.04,282.4,368.35,319.23,362.21,392.9
1091.25,2022/05/13 15:05:00,397.04,291.58,359.82,328.8,366.02,397.04
1091.63,2022/05/13 15:05:00,395.33,288.66,351.41,326.31,370.23,395.33
1092.01,2022/05/13 15:05:00,406.48,311.21,336.62,330.26,368.37,393.78
1092.38,2022/05/13 15:05:00,385.6,308.48,327.76,327.76,379.17,404.88
1092.76,2022/05/13 15:05:00,397.15,312.51,312.51,332.05,384.13,397.15
1093.13,2022/05/13 15:05:00,388.87,322.96,296.6,336.14,382.28,388.87
1093.51,2022/05/13 15:05:00,374.24,320.78,294.05,340.83,380.93,387.61
1093.89,2022/05/13 15:05:00,372.69,318.48,298.15,345.59,379.47,393.02
1094.26,2022/05/13 15:05:00,364.0,322.8,281.59,343.4,377.74,391.48
1094.64,2022/05/13 15:05:00,362.2,306.48,285.58,355.23,376.13,403.99
1095.01,2022/05/13 15:05:00,360.16,310.72,275.41,338.97,381.34,395.47
1095.39,2022/05/13 15:05:00,350.26,300.22,278.78,343.11,371.71,386.0
1095.76,2022/05/13 15:05:00,354.57,303.92,289.45,347.34,383.52,383.52
1096.14,2022/05/13 15:05:00,352.0,300.67,264.0,330.0,388.67,374.0
1096.51,2022/05/13 15:05:00,334.71,297.52,275.21,334.71,379.34,386.78
1096.89,2022/05/13 15:05:00,347.1,294.28,279.19,339.56,377.29,384.83
1097.27,2022/05/13 15:05:00,344.15,298.26,282.97,321.21,374.74,367.09
1097.64,2022/05/13 15:05:00,333.65,271.58,302.62,325.89,372.45,380.21
1098.02,2022/05/13 15:05:00,338.56,275.57,299.19,307.07,362.18,362.18
1098.39,2022/05/13 15:05:00,328.13,272.11,312.13,304.12,352.14,360.15
1098.77,2022/05/13 15:05:00,333.83,260.55,301.26,301.26,350.12,366.4
1099.14,2022/05/13 15:05:00,347.33,272.9,314.25,264.63,347.33,339.06
1099.52,2022/05/13 15:05:00,345.04,277.72,319.8,277.72,345.04,336.63
1099.89,2022/05/13 15:05:00,368.09,282.49,316.73,256.81,342.41,316.73
1100.27,2022/05/13 15:05:00,366.18,305.15,313.87,261.56,331.31,313.87
1100.64,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1101.02,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1101.39,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1101.76,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1102.14,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1102.51,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1102.89,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1103.26,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1103.64,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1104.01,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1104.39,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1104.76,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1105.13,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1105.51,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1105.88,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1106.26,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1106.63,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1107.00,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1107.38,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1107.75,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1108.13,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1108.50,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1108.87,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1109.25,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1109.62,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1109.99,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1110.37,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1110.74,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1111.11,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1111.49,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1111.86,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1112.23,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1112.60,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1112.98,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1113.35,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1113.72,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1114.10,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1114.47,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1114.84,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1115.21,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1115.59,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1115.96,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1116.33,2022/05/13 15:05:00,0.0,0.0,0.0,-0.0,0.0,0.0
1116.70,2022/05/13 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0
1117.08,2022/05/13 15:05:00,0.0,0.0,0.0,-0.0,0.0,0.0
