Wavelength(nm),Timestamp,Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
673.52,2022/05/13 15:05:00,1001.76,967.64,972.57,971.51,944.07,954.63
673.93,2022/05/13 15:05:00,1014.61,979.74,984.32,982.56,956.15,966.01
674.34,2022/05/13 15:05:00,1025.93,990.67,995.61,993.14,967.05,975.51
674.76,2022/05/13 15:05:00,1037.62,1001.92,1006.16,1003.69,975.77,984.6
675.17,2022/05/13 15:05:00,1048.98,1012.4,1017.73,1014.54,986.48,996.78
675.58,2022/05/13 15:05:00,1060.84,1024.69,1031.13,1027.91,998.56,1010.02
675.99,2022/05/13 15:05:00,1073.07,1037.31,1043.09,1039.48,1009.86,1022.14
676.41,2022/05/13 15:05:00,1081.5,1045.83,1052.38,1047.65,1017.8,1030.54
676.82,2022/05/13 15:05:00,1089.95,1052.49,1058.37,1053.96,1024.95,1037.07
677.23,2022/05/13 15:05:00,1099.0,1060.4,1067.08,1061.89,1031.82,1044.07
677.64,2022/05/13 15:05:00,1107.94,1067.36,1074.87,1069.99,1040.69,1051.58
678.05,2022/05/13 15:05:00,1115.04,1073.96,1081.57,1078.15,1046.96,1057.23
678.47,2022/05/13 15:05:00,1117.02,1076.68,1084.75,1080.9,1050.55,1060.54
678.88,2022/05/13 15:05:00,1119.92,1077.59,1086.14,1081.09,1050.8,1061.67
679.29,2022/05/13 15:05:00,1122.15,1079.29,1088.34,1082.44,1051.77,1063.57
679.70,2022/05/13 15:05:00,1122.77,1079.32,1089.29,1083.71,1053.02,1064.58
680.11,2022/05/13 15:05:00,1122.52,1078.48,1088.17,1082.92,1051.4,1063.53
680.53,2022/05/13 15:05:00,1119.68,1075.93,1085.33,1080.42,1048.94,1060.39
680.94,2022/05/13 15:05:00,1116.86,1071.32,1082.92,1077.12,1047.31,1058.91
681.35,2022/05/13 15:05:00,1114.42,1069.59,1079.65,1074.2,1044.87,1055.77
681.76,2022/05/13 15:05:00,1111.08,1066.15,1075.9,1071.66,1042.41,1053.43
682.17,2022/05/13 15:05:00,1109.96,1061.89,1073.48,1068.33,1039.14,1050.3
682.59,2022/05/13 15:05:00,1107.13,1059.71,1070.59,1064.93,1036.22,1045.79
683.00,2022/05/13 15:05:00,1099.31,1053.01,1064.92,1059.62,1029.64,1040.66
683.41,2022/05/13 15:05:00,1087.81,1041.42,1052.57,1048.56,1019.57,1029.38
683.82,2022/05/13 15:05:00,1073.73,1028.61,1038.99,1034.93,1005.15,1016.43
684.23,2022/05/13 15:05:00,1059.92,1014.65,1024.71,1021.51,991.79,1003.22
684.65,2022/05/13 15:05:00,1048.55,1003.06,1011.88,1006.77,980.31,989.6
685.06,2022/05/13 15:05:00,1035.5,992.14,1000.62,995.91,968.1,978.0
685.47,2022/05/13 15:05:00,1023.71,979.31,988.86,983.13,955.43,966.42
685.88,2022/05/13 15:05:00,1012.42,970.34,978.56,973.72,945.19,955.83
686.29,2022/05/13 15:05:00,1004.34,963.13,971.47,967.05,938.11,948.9
686.70,2022/05/13 15:05:00,998.5,956.67,965.63,959.66,933.26,942.73
687.12,2022/05/13 15:05:00,991.41,951.51,958.59,953.54,925.25,934.34
687.53,2022/05/13 15:05:00,982.25,941.85,951.57,944.41,916.8,924.47
687.94,2022/05/13 15:05:00,975.64,935.27,942.51,934.75,908.87,916.12
688.35,2022/05/13 15:05:00,967.11,928.87,935.68,928.35,901.63,907.39
688.76,2022/05/13 15:05:00,962.48,921.67,931.21,921.67,895.7,901.53
689.17,2022/05/13 15:05:00,962.63,922.94,929.38,919.72,894.52,900.42
689.59,2022/05/13 15:05:00,966.02,925.86,934.0,924.23,897.1,902.53
690.00,2022/05/13 15:05:00,971.03,931.51,939.19,930.41,902.42,906.81
690.41,2022/05/13 15:05:00,977.33,936.93,941.91,934.72,908.71,912.03
690.82,2022/05/13 15:05:00,981.66,941.52,948.77,942.64,914.21,917.55
691.23,2022/05/13 15:05:00,987.79,948.46,954.07,949.58,921.49,923.73
691.64,2022/05/13 15:05:00,995.18,956.05,960.59,957.18,929.4,929.4
692.06,2022/05/13 15:05:00,1001.4,962.51,965.94,962.51,933.34,935.06
692.47,2022/05/13 15:05:00,1005.17,966.62,967.77,965.47,936.12,939.0
692.88,2022/05/13 15:05:00,1007.99,968.06,970.38,969.22,937.39,941.44
693.29,2022/05/13 15:05:00,1010.48,970.85,974.35,973.76,941.13,946.38
693.70,2022/05/13 15:05:00,1015.2,975.86,977.03,977.62,944.74,951.2
694.11,2022/05/13 15:05:00,1017.12,978.71,979.89,982.25,947.38,953.29
694.52,2022/05/13 15:05:00,1017.24,978.64,980.42,982.2,949.54,955.48
694.94,2022/05/13 15:05:00,1016.07,979.68,979.08,983.26,950.44,956.41
695.35,2022/05/13 15:05:00,1014.19,978.23,978.23,981.82,950.06,954.85
695.76,2022/05/13 15:05:00,1014.17,976.23,978.04,979.84,948.53,954.55
696.17,2022/05/13 15:05:00,1011.4,976.27,978.69,978.69,947.2,952.65
696.58,2022/05/13 15:05:00,1011.69,976.32,979.37,979.37,946.44,953.75
696.99,2022/05/13 15:05:00,1013.37,975.9,979.59,978.36,946.42,955.02
697.40,2022/05/13 15:05:00,1010.64,973.0,977.32,974.85,944.0,953.26
697.81,2022/05/13 15:05:00,1007.27,971.34,975.05,971.96,942.22,951.51
698.23,2022/05/13 15:05:00,1006.25,968.89,972.63,969.52,941.49,950.21
698.64,2022/05/13 15:05:00,1005.46,968.5,971.63,967.25,939.68,949.08
699.05,2022/05/13 15:05:00,1004.72,968.19,970.71,963.78,939.21,949.29
699.46,2022/05/13 15:05:00,1001.3,965.9,967.16,960.84,938.72,945.67
699.87,2022/05/13 15:05:00,998.41,964.15,964.79,956.54,934.34,941.95
700.28,2022/05/13 15:05:00,996.07,961.63,962.91,953.98,931.66,941.87
700.69,2022/05/13 15:05:00,996.69,963.32,961.4,953.7,931.23,940.86
701.10,2022/05/13 15:05:00,995.02,962.11,960.82,952.44,929.85,940.82
701.51,2022/05/13 15:05:00,992.86,959.19,959.19,951.41,928.1,940.4
701.92,2022/05/13 15:05:00,991.78,958.64,957.34,947.59,927.44,938.49
702.34,2022/05/13 15:05:00,991.14,956.58,953.97,948.11,926.59,938.98
702.75,2022/05/13 15:05:00,991.41,954.79,953.48,946.29,927.32,937.13
703.16,2022/05/13 15:05:00,991.8,956.35,953.07,947.17,928.13,937.32
703.57,2022/05/13 15:05:00,992.31,957.34,954.71,950.09,930.29,938.87
703.98,2022/05/13 15:05:00,996.5,959.35,958.02,951.39,932.81,940.77
704.39,2022/05/13 15:05:00,994.93,960.33,958.33,952.34,931.71,941.03
704.80,2022/05/13 15:05:00,994.76,958.71,958.71,954.04,932.67,939.35
705.21,2022/05/13 15:05:00,994.63,960.43,958.42,956.41,932.26,940.31
705.62,2022/05/13 15:05:00,996.79,962.39,959.02,959.02,933.39,942.16
706.03,2022/05/13 15:05:00,998.7,964.12,961.41,960.73,934.97,943.78
706.44,2022/05/13 15:05:00,998.33,964.33,958.21,959.57,933.04,942.56
706.86,2022/05/13 15:05:00,997.21,963.82,957.68,957.68,931.1,939.96
707.27,2022/05/13 15:05:00,996.19,962.71,956.56,958.61,929.92,937.43
707.68,2022/05/13 15:05:00,994.19,963.38,953.79,957.22,927.77,935.31
708.09,2022/05/13 15:05:00,993.42,963.21,953.6,957.03,926.14,933.69
708.50,2022/05/13 15:05:00,995.06,964.03,955.76,955.76,926.11,933.69
708.91,2022/05/13 15:05:00,994.98,965.88,955.48,955.48,925.0,934.01
709.32,2022/05/13 15:05:00,992.91,963.03,954.69,952.61,922.04,932.46
709.73,2022/05/13 15:05:00,991.84,962.59,952.84,947.96,919.41,931.25
710.14,2022/05/13 15:05:00,988.54,961.31,950.84,946.65,916.63,929.2
710.55,2022/05/13 15:05:00,986.27,957.59,947.8,945.0,913.52,926.81
710.96,2022/05/13 15:05:00,984.43,955.71,945.9,939.59,910.86,924.88
711.37,2022/05/13 15:05:00,983.36,954.54,944.7,940.48,908.85,923.61
711.78,2022/05/13 15:05:00,982.38,951.35,943.59,940.07,906.22,922.44
712.19,2022/05/13 15:05:00,978.98,948.61,939.42,935.89,904.11,918.94
712.60,2022/05/13 15:05:00,973.77,941.31,934.25,932.14,899.68,912.38
713.01,2022/05/13 15:05:00,967.56,935.14,929.5,925.27,894.97,906.95
713.42,2022/05/13 15:05:00,963.67,931.27,924.23,920.0,889.71,903.09
713.83,2022/05/13 15:05:00,957.38,922.23,918.72,914.5,884.27,896.92
714.25,2022/05/13 15:05:00,947.64,914.74,911.24,906.34,877.65,888.15
714.66,2022/05/13 15:05:00,937.85,905.1,900.92,896.04,868.87,877.93
715.07,2022/05/13 15:05:00,925.94,893.96,889.79,885.62,857.12,866.16
715.48,2022/05/13 15:05:00,913.93,884.02,878.45,874.98,845.76,854.81
715.89,2022/05/13 15:05:00,900.21,870.94,866.07,864.67,834.02,840.98
716.30,2022/05/13 15:05:00,887.92,858.53,855.03,852.23,824.94,829.14
716.71,2022/05/13 15:05:00,878.88,847.94,843.72,842.31,817.0,819.81
717.12,2022/05/13 15:05:00,868.78,836.99,834.17,833.46,808.74,810.15
717.53,2022/05/13 15:05:00,858.13,826.25,823.41,821.29,799.32,802.15
717.94,2022/05/13 15:05:00,848.55,817.97,815.83,812.99,791.65,793.07
718.35,2022/05/13 15:05:00,841.05,809.61,810.32,805.32,783.88,785.31
718.76,2022/05/13 15:05:00,834.63,802.28,805.16,799.41,777.12,782.15
719.17,2022/05/13 15:05:00,829.55,796.95,800.57,795.5,773.76,777.38
719.58,2022/05/13 15:05:00,825.27,792.32,796.71,792.32,771.08,774.74
719.99,2022/05/13 15:05:00,823.0,791.12,793.34,789.63,767.39,772.58
720.40,2022/05/13 15:05:00,819.7,787.45,787.45,784.45,765.7,767.2
720.81,2022/05/13 15:05:00,817.49,782.64,784.16,781.88,762.19,766.73
721.22,2022/05/13 15:05:00,817.33,782.16,784.45,781.4,762.28,766.87
721.63,2022/05/13 15:05:00,819.93,784.52,786.06,784.52,762.96,765.27
722.04,2022/05/13 15:05:00,822.92,786.54,787.31,786.54,764.86,769.5
722.45,2022/05/13 15:05:00,823.47,790.09,788.54,786.21,764.48,769.14
722.86,2022/05/13 15:05:00,824.94,789.14,788.36,786.8,763.46,770.46
723.27,2022/05/13 15:05:00,824.11,790.55,789.77,785.09,763.24,771.04
723.68,2022/05/13 15:05:00,824.79,789.58,788.79,783.32,762.19,768.45
724.09,2022/05/13 15:05:00,822.55,789.59,786.45,782.52,759.76,766.83
724.50,2022/05/13 15:05:00,821.6,790.85,786.91,781.39,760.89,765.62
724.91,2022/05/13 15:05:00,822.19,790.5,784.96,780.21,759.61,762.78
725.32,2022/05/13 15:05:00,818.81,791.01,784.66,779.1,755.27,760.83
725.73,2022/05/13 15:05:00,818.83,787.0,783.02,776.65,751.98,757.55
726.14,2022/05/13 15:05:00,818.14,785.45,783.05,775.08,749.56,755.94
726.55,2022/05/13 15:05:00,815.65,784.5,782.9,776.51,746.95,755.74
726.96,2022/05/13 15:05:00,816.25,782.64,782.64,773.84,747.43,754.63
727.37,2022/05/13 15:05:00,817.74,786.41,784.0,775.97,748.66,755.89
727.78,2022/05/13 15:05:00,822.01,785.71,786.52,779.26,751.03,759.9
728.18,2022/05/13 15:05:00,825.4,789.79,787.37,781.7,753.38,761.47
728.59,2022/05/13 15:05:00,827.32,793.25,789.2,784.33,757.57,764.05
729.00,2022/05/13 15:05:00,830.69,794.93,791.68,787.61,759.98,766.48
729.41,2022/05/13 15:05:00,832.23,798.84,793.95,791.51,764.64,768.71
729.82,2022/05/13 15:05:00,836.47,802.2,795.67,798.12,767.11,772.82
730.23,2022/05/13 15:05:00,841.86,807.47,801.73,802.55,774.71,777.99
730.64,2022/05/13 15:05:00,845.73,813.65,807.06,807.89,779.92,784.03
731.05,2022/05/13 15:05:00,850.55,816.7,814.22,813.39,786.14,789.44
731.46,2022/05/13 15:05:00,854.76,820.83,818.35,815.04,791.87,795.18
731.87,2022/05/13 15:05:00,856.87,826.21,820.41,819.58,796.38,800.52
732.28,2022/05/13 15:05:00,860.72,830.01,825.86,824.2,802.62,803.45
732.69,2022/05/13 15:05:00,864.55,836.29,827.14,826.31,808.02,808.02
733.10,2022/05/13 15:05:00,867.48,840.81,832.48,834.98,811.64,812.48
733.51,2022/05/13 15:05:00,869.35,845.08,837.55,839.22,818.31,816.63
733.92,2022/05/13 15:05:00,873.71,853.53,841.75,845.96,824.1,821.57
734.33,2022/05/13 15:05:00,877.02,855.09,844.13,849.19,827.26,826.42
734.74,2022/05/13 15:05:00,878.22,856.24,846.1,850.32,830.04,827.5
735.15,2022/05/13 15:05:00,878.45,857.27,847.96,850.5,831.86,828.47
735.55,2022/05/13 15:05:00,877.01,857.48,849.84,853.24,833.71,828.62
735.96,2022/05/13 15:05:00,876.62,857.91,849.41,850.26,832.41,829.01
736.37,2022/05/13 15:05:00,877.22,860.16,850.77,852.48,834.56,829.44
736.78,2022/05/13 15:05:00,879.7,860.86,852.29,854.0,835.16,830.88
737.19,2022/05/13 15:05:00,880.56,864.24,852.21,854.79,836.75,832.45
737.60,2022/05/13 15:05:00,877.7,863.08,851.03,856.19,835.54,829.52
738.01,2022/05/13 15:05:00,878.53,862.15,850.94,855.25,835.42,831.11
738.42,2022/05/13 15:05:00,878.35,861.08,849.85,854.17,835.17,829.99
738.83,2022/05/13 15:05:00,877.84,858.79,851.0,853.6,835.42,830.23
739.24,2022/05/13 15:05:00,879.55,858.7,852.61,850.87,836.97,830.88
739.65,2022/05/13 15:05:00,881.3,859.46,855.97,854.22,836.75,835.88
740.05,2022/05/13 15:05:00,882.04,860.12,859.25,853.99,837.33,838.2
740.46,2022/05/13 15:05:00,882.7,859.86,860.74,853.71,838.78,838.78
740.87,2022/05/13 15:05:00,883.08,859.34,860.21,854.94,838.23,840.86
741.28,2022/05/13 15:05:00,881.77,860.63,861.51,855.35,839.49,841.25
741.69,2022/05/13 15:05:00,882.62,859.7,862.34,854.41,838.54,843.83
742.10,2022/05/13 15:05:00,882.95,859.97,862.62,855.55,839.64,845.83
742.51,2022/05/13 15:05:00,884.96,862.79,865.45,857.47,843.28,848.6
742.92,2022/05/13 15:05:00,887.55,863.52,866.19,859.95,844.82,851.05
743.33,2022/05/13 15:05:00,886.72,865.31,865.31,859.07,844.79,850.15
743.73,2022/05/13 15:05:00,886.81,865.35,866.25,859.99,845.69,850.16
744.14,2022/05/13 15:05:00,887.15,865.64,864.75,859.37,844.14,850.41
744.55,2022/05/13 15:05:00,885.81,866.94,866.94,858.85,844.48,848.97
744.96,2022/05/13 15:05:00,885.08,864.37,865.27,858.07,842.76,849.96
745.37,2022/05/13 15:05:00,886.56,867.58,866.68,860.35,841.37,849.51
745.78,2022/05/13 15:05:00,888.27,868.31,867.4,861.96,842.9,849.26
746.19,2022/05/13 15:05:00,888.67,867.75,867.75,862.3,845.01,848.65
746.60,2022/05/13 15:05:00,887.03,867.0,866.09,861.53,842.41,844.23
747.00,2022/05/13 15:05:00,884.71,864.65,864.65,860.09,840.02,843.67
747.41,2022/05/13 15:05:00,884.38,863.37,863.37,858.8,837.79,841.44
747.82,2022/05/13 15:05:00,882.67,860.69,862.52,858.86,835.97,837.8
748.23,2022/05/13 15:05:00,880.9,859.78,863.45,857.94,835.89,836.81
748.64,2022/05/13 15:05:00,884.1,858.26,864.72,858.26,836.11,834.26
749.05,2022/05/13 15:05:00,883.98,857.11,865.45,859.89,833.94,834.87
749.45,2022/05/13 15:05:00,882.73,854.85,864.14,856.71,834.41,836.27
749.86,2022/05/13 15:05:00,884.57,851.98,861.29,855.7,834.28,835.22
750.27,2022/05/13 15:05:00,881.09,852.16,859.63,854.03,833.49,834.43
750.68,2022/05/13 15:05:00,881.79,849.06,859.34,852.8,831.29,833.16
751.09,2022/05/13 15:05:00,880.52,849.61,856.16,852.42,829.0,831.81
751.50,2022/05/13 15:05:00,875.67,848.45,853.14,853.14,828.74,833.43
751.91,2022/05/13 15:05:00,875.98,846.85,850.61,848.73,827.11,831.81
752.31,2022/05/13 15:05:00,874.43,848.96,850.85,848.02,826.32,832.92
752.72,2022/05/13 15:05:00,876.07,846.71,851.44,848.6,825.87,832.5
753.13,2022/05/13 15:05:00,877.43,844.16,850.81,844.16,824.19,831.8
753.54,2022/05/13 15:05:00,870.82,842.24,847.96,841.29,821.28,828.9
753.95,2022/05/13 15:05:00,869.85,839.3,843.12,839.3,816.38,826.89
754.35,2022/05/13 15:05:00,866.33,835.7,838.57,831.87,811.77,820.38
754.76,2022/05/13 15:05:00,855.56,828.7,829.66,824.87,801.85,814.32
755.17,2022/05/13 15:05:00,847.54,817.68,820.57,813.83,791.68,805.16
755.58,2022/05/13 15:05:00,832.81,805.75,802.85,798.99,776.77,790.3
755.99,2022/05/13 15:05:00,815.07,785.96,784.99,783.05,758.79,774.31
756.40,2022/05/13 15:05:00,790.36,763.14,764.11,757.31,738.84,750.5
756.80,2022/05/13 15:05:00,762.51,737.19,733.29,730.37,712.84,722.58
757.21,2022/05/13 15:05:00,730.75,704.41,706.36,698.55,681.97,690.75
757.62,2022/05/13 15:05:00,697.65,672.24,672.24,661.5,650.75,654.66
758.03,2022/05/13 15:05:00,664.79,637.37,638.35,630.52,617.79,623.67
758.44,2022/05/13 15:05:00,629.89,603.4,607.33,597.52,583.78,589.67
758.84,2022/05/13 15:05:00,595.97,573.35,573.35,564.5,552.7,557.62
759.25,2022/05/13 15:05:00,564.52,542.8,544.78,536.88,523.06,526.03
759.66,2022/05/13 15:05:00,536.43,516.6,517.59,510.65,498.75,498.75
760.07,2022/05/13 15:05:00,512.87,489.97,489.97,483.0,476.03,474.04
760.47,2022/05/13 15:05:00,487.07,465.11,468.1,460.12,453.13,449.14
760.88,2022/05/13 15:05:00,468.34,445.32,446.32,439.32,433.31,431.31
761.29,2022/05/13 15:05:00,454.44,431.36,434.37,425.34,418.32,418.32
761.70,2022/05/13 15:05:00,445.31,420.18,428.22,418.17,410.13,411.13
762.11,2022/05/13 15:05:00,446.28,419.08,428.15,416.06,406.99,411.02
762.51,2022/05/13 15:05:00,451.82,425.54,433.62,427.56,412.4,419.47
762.92,2022/05/13 15:05:00,464.63,438.25,447.38,439.27,422.02,432.16
763.33,2022/05/13 15:05:00,483.88,456.43,463.55,457.45,440.17,452.37
763.74,2022/05/13 15:05:00,505.26,477.75,484.89,480.81,460.44,472.66
764.14,2022/05/13 15:05:00,531.73,501.11,509.28,506.22,484.78,499.07
764.55,2022/05/13 15:05:00,558.42,527.74,534.9,529.78,511.37,525.69
764.96,2022/05/13 15:05:00,584.26,554.53,560.68,555.56,535.06,549.41
765.37,2022/05/13 15:05:00,610.12,581.36,587.52,580.33,559.79,577.25
765.77,2022/05/13 15:05:00,635.88,606.04,612.21,606.04,583.4,601.93
766.18,2022/05/13 15:05:00,660.73,629.76,638.02,629.76,607.04,628.72
766.59,2022/05/13 15:05:00,686.59,656.51,663.77,654.44,632.66,657.55
767.00,2022/05/13 15:05:00,713.36,678.99,686.28,676.91,655.04,680.03
767.40,2022/05/13 15:05:00,732.37,698.98,707.33,697.94,677.07,700.02
767.81,2022/05/13 15:05:00,751.51,719.11,726.42,714.93,697.16,717.02
768.22,2022/05/13 15:05:00,767.99,735.51,742.85,731.32,714.56,732.37
768.63,2022/05/13 15:05:00,782.84,749.21,759.72,743.96,730.3,748.16
769.03,2022/05/13 15:05:00,794.67,760.94,771.48,755.68,743.03,762.0
769.44,2022/05/13 15:05:00,802.52,771.86,782.43,765.51,751.77,769.74
769.85,2022/05/13 15:05:00,808.21,776.39,792.3,773.21,759.42,779.58
770.26,2022/05/13 15:05:00,815.38,784.47,800.46,781.28,765.29,786.61
770.66,2022/05/13 15:05:00,819.93,789.92,806.0,789.92,770.63,793.13
771.07,2022/05/13 15:05:00,823.27,793.09,810.34,794.17,775.85,799.56
771.48,2022/05/13 15:05:00,826.45,795.08,812.38,795.08,777.77,800.49
771.88,2022/05/13 15:05:00,827.76,796.25,813.63,799.51,781.05,801.68
772.29,2022/05/13 15:05:00,828.68,798.15,814.51,801.42,781.8,803.6
772.70,2022/05/13 15:05:00,829.55,800.0,816.42,803.28,782.49,800.0
773.11,2022/05/13 15:05:00,827.85,799.26,817.95,805.86,781.67,803.66
773.51,2022/05/13 15:05:00,828.32,801.78,821.68,808.41,782.98,805.1
773.92,2022/05/13 15:05:00,830.03,803.32,822.24,811.11,784.41,804.44
774.33,2022/05/13 15:05:00,829.05,802.23,822.35,812.29,781.01,804.47
774.73,2022/05/13 15:05:00,832.26,800.85,821.04,809.83,781.79,803.1
775.14,2022/05/13 15:05:00,830.52,801.26,820.39,810.26,778.75,802.38
775.55,2022/05/13 15:05:00,833.23,800.49,820.81,810.65,779.04,801.62
775.95,2022/05/13 15:05:00,834.61,805.17,817.62,808.57,779.12,799.51
776.36,2022/05/13 15:05:00,834.51,803.85,814.07,811.8,778.87,799.31
776.77,2022/05/13 15:05:00,833.09,801.22,814.88,806.92,780.74,796.67
777.17,2022/05/13 15:05:00,835.13,804.28,813.42,806.57,781.43,795.14
777.58,2022/05/13 15:05:00,835.31,803.18,814.65,807.77,783.67,795.15
777.99,2022/05/13 15:05:00,838.76,805.34,814.56,805.34,784.61,796.13
778.40,2022/05/13 15:05:00,836.66,804.35,812.43,805.5,784.73,795.12
778.80,2022/05/13 15:05:00,836.11,800.26,810.67,801.41,784.07,794.47
779.21,2022/05/13 15:05:00,835.57,801.91,807.71,798.43,784.5,791.47
779.62,2022/05/13 15:05:00,837.37,802.38,807.04,797.71,782.55,788.38
780.02,2022/05/13 15:05:00,835.92,801.92,805.44,796.06,780.82,787.85
780.43,2022/05/13 15:05:00,831.71,805.76,802.22,795.14,780.98,785.7
780.84,2022/05/13 15:05:00,829.43,804.51,800.95,797.39,778.4,784.33
781.24,2022/05/13 15:05:00,825.67,804.19,800.61,797.04,779.14,781.52
781.65,2022/05/13 15:05:00,824.85,804.47,798.47,794.88,781.69,780.49
782.06,2022/05/13 15:05:00,824.28,798.97,796.56,792.94,778.48,778.48
782.46,2022/05/13 15:05:00,820.25,798.41,797.2,793.56,777.78,780.21
782.87,2022/05/13 15:05:00,822.3,797.87,796.65,794.2,774.65,779.54
783.27,2022/05/13 15:05:00,818.16,798.51,799.73,796.05,770.25,778.85
783.68,2022/05/13 15:05:00,816.23,795.23,797.7,796.47,769.3,777.95
784.09,2022/05/13 15:05:00,812.6,793.99,793.99,796.47,762.98,776.62
784.49,2022/05/13 15:05:00,807.84,791.64,792.88,795.38,759.22,774.18
784.90,2022/05/13 15:05:00,806.06,788.54,789.79,793.55,757.25,773.52
785.31,2022/05/13 15:05:00,802.93,789.12,789.12,795.4,754.0,771.56
785.71,2022/05/13 15:05:00,799.54,785.73,785.73,792.01,754.35,766.91
786.12,2022/05/13 15:05:00,798.03,780.47,782.97,790.5,754.12,766.66
786.53,2022/05/13 15:05:00,796.64,780.34,784.1,791.63,752.74,762.77
786.93,2022/05/13 15:05:00,796.29,779.99,783.75,788.77,751.15,764.94
787.34,2022/05/13 15:05:00,792.22,777.2,779.7,785.96,747.16,760.93
787.74,2022/05/13 15:05:00,788.31,770.82,775.81,784.56,740.83,757.07
788.15,2022/05/13 15:05:00,787.88,769.18,775.42,779.16,740.51,756.72
788.56,2022/05/13 15:05:00,785.41,770.48,774.21,776.7,739.36,751.8
788.96,2022/05/13 15:05:00,783.58,769.92,769.92,776.13,735.15,751.3
789.37,2022/05/13 15:05:00,778.68,767.54,765.06,773.73,732.88,745.26
789.77,2022/05/13 15:05:00,779.79,767.45,763.75,769.92,730.44,740.31
790.18,2022/05/13 15:05:00,778.82,762.83,762.83,768.98,729.61,740.68
790.59,2022/05/13 15:05:00,779.44,762.26,761.03,767.17,727.89,735.25
790.99,2022/05/13 15:05:00,781.05,761.47,761.47,766.36,725.96,734.53
791.40,2022/05/13 15:05:00,776.33,758.05,759.27,764.15,723.93,734.9
791.80,2022/05/13 15:05:00,775.04,758.06,756.84,762.91,718.03,733.8
792.21,2022/05/13 15:05:00,772.82,757.12,753.5,761.95,713.65,732.97
792.62,2022/05/13 15:05:00,771.71,757.29,752.48,758.49,714.01,733.25
793.02,2022/05/13 15:05:00,775.47,756.32,750.34,757.52,710.85,731.19
793.43,2022/05/13 15:05:00,773.03,758.74,749.21,757.55,713.48,732.53
793.83,2022/05/13 15:05:00,772.6,759.56,748.9,756.01,710.98,731.12
794.24,2022/05/13 15:05:00,773.12,758.98,748.37,756.62,711.84,730.69
794.65,2022/05/13 15:05:00,767.53,758.16,747.61,755.82,711.29,730.04
795.05,2022/05/13 15:05:00,766.05,755.56,748.56,752.06,710.09,729.91
795.46,2022/05/13 15:05:00,766.7,757.41,749.28,751.6,715.59,731.85
795.86,2022/05/13 15:05:00,766.79,754.07,749.44,754.07,714.74,734.4
796.27,2022/05/13 15:05:00,768.12,754.32,749.72,750.87,717.53,732.48
796.67,2022/05/13 15:05:00,767.57,753.86,749.29,749.29,718.45,734.44
797.08,2022/05/13 15:05:00,766.63,751.89,753.02,749.62,719.0,734.88
797.49,2022/05/13 15:05:00,766.75,754.36,748.73,748.73,718.33,731.84
797.89,2022/05/13 15:05:00,766.25,753.95,750.59,747.24,717.03,731.58
798.30,2022/05/13 15:05:00,766.88,750.21,751.32,746.87,716.86,730.2
798.70,2022/05/13 15:05:00,763.74,752.69,749.38,743.85,717.32,728.38
799.11,2022/05/13 15:05:00,762.47,747.09,749.29,744.89,716.33,728.41
799.51,2022/05/13 15:05:00,761.21,745.92,749.2,741.55,716.44,726.27
799.92,2022/05/13 15:05:00,760.32,741.85,745.11,739.68,715.78,724.47
800.32,2022/05/13 15:05:00,759.26,740.87,746.28,739.79,714.91,724.65
800.73,2022/05/13 15:05:00,761.92,742.53,746.84,734.98,716.66,723.13
801.13,2022/05/13 15:05:00,762.94,742.55,745.77,738.26,716.8,724.31
801.54,2022/05/13 15:05:00,764.47,742.04,748.45,736.71,715.35,723.89
801.94,2022/05/13 15:05:00,762.21,744.13,744.13,735.63,715.43,721.81
802.35,2022/05/13 15:05:00,761.46,742.4,744.52,737.1,712.75,721.22
802.76,2022/05/13 15:05:00,759.01,741.06,743.17,736.84,714.67,721.0
803.16,2022/05/13 15:05:00,760.74,740.75,739.69,735.48,714.44,718.65
803.57,2022/05/13 15:05:00,758.2,736.18,739.33,734.08,716.25,716.25
803.97,2022/05/13 15:05:00,757.44,734.46,734.46,731.32,715.65,718.79
804.38,2022/05/13 15:05:00,757.42,734.53,734.53,730.37,713.72,716.84
804.78,2022/05/13 15:05:00,757.38,729.4,736.66,730.44,713.86,714.9
805.19,2022/05/13 15:05:00,755.93,728.04,734.24,731.14,714.62,715.65
805.59,2022/05/13 15:05:00,756.43,727.57,733.75,732.72,712.11,715.2
806.00,2022/05/13 15:05:00,753.67,726.94,734.14,733.11,713.57,717.69
806.40,2022/05/13 15:05:00,753.11,727.49,731.59,732.62,712.12,716.22
806.81,2022/05/13 15:05:00,752.34,724.78,728.86,734.99,709.47,714.57
807.21,2022/05/13 15:05:00,747.27,722.87,727.95,732.02,706.6,710.67
807.62,2022/05/13 15:05:00,747.55,720.2,724.25,730.33,703.99,708.04
808.02,2022/05/13 15:05:00,743.78,716.53,721.58,727.63,702.4,704.42
808.43,2022/05/13 15:05:00,739.99,713.85,717.87,722.9,698.77,701.78
808.83,2022/05/13 15:05:00,737.16,711.12,715.12,719.13,693.09,697.09
809.24,2022/05/13 15:05:00,732.35,708.4,711.4,716.38,687.45,692.44
809.64,2022/05/13 15:05:00,728.57,705.71,706.7,710.68,681.86,688.81
810.04,2022/05/13 15:05:00,723.85,701.08,703.06,706.03,675.33,682.26
